Name	IUPAC	SMILES
CFG-58-Sp8	Fuc(α1-2)Gal(β1-3)GlcNAc(β1-3)Gal(β1-4)Glc(β-Sp8	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-58-Sp10	Fuc(α1-2)Gal(β1-3)GlcNAc(β1-3)Gal(β1-4)Glc(β-Sp10	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-NC(=O)CN-C(=O)CCCOC
CFG-60-Sp0	Fuc(α1-2)Gal(β1-3)GlcNAc(β-Sp0	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-60-Sp8	Fuc(α1-2)Gal(β1-3)GlcNAc(β-Sp8	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-61-Sp0	Fuc(α1-2)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp0	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-62-Sp0	Fuc(α1-2)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp0	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-64-Sp0	Fuc(α1-2)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp0	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-64-Sp8	Fuc(α1-2)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp8	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-65-Sp0	Fuc(α1-2)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β-Sp0	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-66-Sp0	Fuc(α1-2)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β-Sp0	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-67-Sp0	Fuc(α1-2)Gal(β1-4)GlcNAc(β-Sp0	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-67-Sp8	Fuc(α1-2)Gal(β1-4)GlcNAc(β-Sp8	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-68-Sp0	Fuc(α1-2)Gal(β1-4)Glc(β-Sp0	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-OCCN-C(=O)CCCOC
CFG-69-Sp8	Fuc(α1-2)Gal(β-Sp8	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-70-Sp8	Fuc(α1-3)GlcNAc(β-Sp8	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-72-Sp8	Fuc(α1-4)GlcNAc(β-Sp8	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-73-Sp8	Fuc(β1-3)GlcNAc(β-Sp8	C[C@H](O1)[C@@H](O)[C@@H](O)[C@H](O)[C@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-74-Sp0	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-75-Sp0	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-76-Sp0	Gal3OS(β1-4)[Fuc(α1-3)]Glc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](OS(=O)(=O)O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](O)[C@@H]1-OCCN-C(=O)CCCOC
CFG-77-Sp0	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-77-Sp8	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-78-Sp0	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)Glc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-OCCN-C(=O)CCCOC
CFG-79-Sp8	GlcNAc(β1-3)Gal(β1-3)GalNAc(α-Sp8	OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@H]1-OCCCN-C(=O)CCCOC
CFG-80-Sp8	GalNAc(α1-3)[Fuc(α1-2)]Gal(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-80-Sp18	GalNAc(α1-3)[Fuc(α1-2)]Gal(β-Sp18	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-OCCCNC(=O)CCCCCN-C(=O)CCCOC
CFG-81-Sp8	GalNAc(α1-3)GalNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-82-Sp8	GalNAc(α1-3)Gal(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-84-Sp8	GalNAc(α1-4)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-85-Sp8	GalNAc(β1-3)GalNAc(α-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@H]1-OCCCN-C(=O)CCCOC
CFG-86-Sp8	GalNAc(β1-3)[Fuc(α1-2)]Gal(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-87-Sp0	GalNAc(β1-3)Gal(α1-4)Gal(β1-4)GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-90-Sp0	GalNAc(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-92-Sp0	GalNAc(β1-4)GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-92-Sp8	GalNAc(β1-4)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-93-Sp8	Gal(α1-2)Gal(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-94-Sp0	Gal(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-94-Sp8	Gal(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-95-Sp0	Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-95-Sp8	Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-96-Sp0	Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)C1-OCCN-C(=O)CCCOC
CFG-97-Sp0	Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)Glc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-OCCN-C(=O)CCCOC
CFG-98-Sp8	Gal(α1-3)[Fuc(α1-2)]Gal(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-98-Sp18	Gal(α1-3)[Fuc(α1-2)]Gal(β-Sp18	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-OCCCNC(=O)CCCCCN-C(=O)CCCOC
CFG-99-Sp8	Gal(α1-4)[Gal(α1-3)]Gal(β1-4)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](-O-[C@@H]2[C@H](O)[C@@H](O)[C@@H](O)[C@H](O2)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-100-Sp8	Gal(α1-3)GalNAc(α-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@H]1-OCCCN-C(=O)CCCOC
CFG-100-Sp16	Gal(α1-3)GalNAc(α-Sp16	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@H]1-Oc1ccc(cc1)N-C(=O)CCCOC
CFG-101-Sp8	Gal(α1-3)GalNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-102-Sp8	Gal(α1-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-103-Sp0	Gal(α1-3)Gal(β1-3)GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-104-Sp8	Gal(α1-3)Gal(β1-4)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-105-Sp0	Gal(α1-3)Gal(β1-4)Glc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-OCCN-C(=O)CCCOC
CFG-105-Sp10	Gal(α1-3)Gal(β1-4)Glc(-Sp10	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)C1-NC(=O)CN-C(=O)CCCOC
CFG-106-Sp8	Gal(α1-3)Gal(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-107-Sp8	Gal(α1-4)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-108-Sp0	Gal(α1-4)Gal(β1-4)GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-108-Sp8	Gal(α1-4)Gal(β1-4)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-109-Sp0	Gal(α1-4)Gal(β1-4)Glc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](O)[C@@H]1-OCCN-C(=O)CCCOC
CFG-110-Sp8	Gal(α1-4)GlcNAc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-[C@H]([C@H](O1)CO)[C@H](O)[C@@H](NC(=O)C)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-111-Sp8	Gal(α1-6)Glc(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@H]1-O-C[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-112-Sp8	Gal(β1-2)Gal(β-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1-O-[C@H]([C@@H](O)[C@@H](O)[C@H](O1)CO)[C@@H]1-OCCCN-C(=O)CCCOC
CFG-113-Sp0	Gal(β1-3)[Fuc(α1-4)]GlcNAc(β1-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1-O-[C@@H]([C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-114-Sp0	Gal(β1-3)GlcNAc(β1-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1-O-[C@@H]([C@H](O)[C@H](O1)CO)[C@@H](NC(=O)C)[C@@H]1-O-[C@@H]([C@@H](O)[C@H](O1)CO)[C@@H](O)[C@@H]1-O-[C@H]([C@H](O1)CO)[C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@@H](NC(=O)C)[C@@H]1-OCCN-C(=O)CCCOC
CFG-115-Sp0	Gal(β1-3)[Fuc(α1-4)]GlcNAc(-Sp0	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1-O-[C@@H]([C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@H](O1)CO)[C@@H](NC(=O)C)C1-OCCN-C(=O)CCCOC
CFG-115-Sp8	Gal(β1-3)[Fuc(α1-4)]GlcNAc(-Sp8	OC[C@@H](O1)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1-O-[C@@H]([C@H](-O-[C@H]2[C@@H](O)[C@H](O)[C@H](O)[C@@H](O2)C)[C@H](O1)CO)[C@@H](NC(=O)C)C1-OCCCN-C(=O)CCCOC
