Name	IUPAC
CFG-273-Sp8	Neu5Ac(α2-8)Neu5Ac(α-Sp8
CFG-274-Sp0	Neu5Ac(α2-8)Neu5Ac(α2-3)Gal(β1-4)Glc(β-Sp0
CFG-275-Sp0	Gal(β1-3)[Fuc(α1-4)]GlcNAc(β1-3)Gal(β1-3)[Fuc(α1-4)]GlcNAc(β-Sp0
CFG-277-Sp8	Neu5Ac(β2-6)GalNAc(α-Sp8
CFG-278-Sp8	Neu5Ac(β2-6)Gal(β1-4)GlcNAc(β-Sp8
CFG-280-Sp0	Neu5Gc(α2-3)Gal(β1-3)[Fuc(α1-4)]GlcNAc(β-Sp0
CFG-281-Sp0	Neu5Gc(α2-3)Gal(β1-3)GlcNAc(β-Sp0
CFG-282-Sp0	Neu5Gc(α2-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp0
CFG-283-Sp0	Neu5Gc(α2-3)Gal(β1-4)GlcNAc(β-Sp0
CFG-284-Sp0	Neu5Gc(α2-3)Gal(β1-4)Glc(β-Sp0
CFG-285-Sp0	Neu5Gc(α2-6)GalNAc(α-Sp0
CFG-286-Sp0	Neu5Gc(α2-6)Gal(β1-4)GlcNAc(β-Sp0
CFG-287-Sp8	Neu5Gc(α-Sp8
CFG-295-Sp14	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-6)[Gal(β1-3)]GalNAc(α-Sp14
CFG-297-Sp0	Gal(β1-3)GlcNAc(β1-3)Gal(β1-3)GlcNAc(β-Sp0
CFG-298-Sp0	Gal(β1-4)[Fuc(α1-3)]GlcNAc6OS(β-Sp0
CFG-299-Sp0	Gal(β1-4)[Fuc(α1-3)]Glc6OS(β-Sp0
CFG-300-Sp0	Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-3)Gal(β1-3)[Fuc(α1-4)]GlcNAc(β-Sp0
CFG-301-Sp0	Gal(β1-4)GlcNAc(β1-3)Gal(β1-3)GlcNAc(β-Sp0
CFG-302-Sp0	Neu5Ac(α2-3)Gal(β1-3)GlcNAc(β1-3)Gal(β1-3)GlcNAc(β-Sp0
CFG-303-Sp0	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-3)GlcNAc(β-Sp0
CFG-305-Sp0	Gal3,4OS2(β1-4)GlcNAc(β-Sp0
CFG-306-Sp0	Gal6OS(β1-4)GlcNAc6OS(β-Sp0
CFG-307-Sp10	Glc6OP(β-Sp10
CFG-311-Sp14	Neu5Ac(α2-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-6)[Gal(β1-3)]GalNAc(α-Sp14
CFG-312-Sp8	Gal(β1-3)Gal(β1-4)GlcNAc(β-Sp8
CFG-313-Sp12	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12
CFG-314-Sp0	Gal(β1-4)GlcNAc(β1-6)[Gal(β1-4)GlcNAc(β1-3)]Gal(β1-4)GlcNAc(-Sp0
CFG-315-Sp0	GlcNAc(β1-6)[Gal(β1-4)GlcNAc(β1-3)]Gal(β1-4)GlcNAc(-Sp0
CFG-316-Sp0	Gal(β1-4)GlcNAc(α1-6)Gal(β1-4)GlcNAc(β-Sp0
CFG-317-Sp0	Gal(β1-4)GlcNAc(β1-6)Gal(β1-4)GlcNAc(β-Sp0
CFG-320-Sp8	GalNAc(β1-3)Gal(β-Sp8
CFG-321-Sp8	GlcA(β1-3)GlcNAc(β-Sp8
CFG-322-Sp12	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12
CFG-324-Sp10	GlcNAc(β1-3)Man(-Sp10
CFG-325-Sp10	GlcNAc(β1-4)GlcNAc(β-Sp10
CFG-325-Sp12	GlcNAc(β1-4)GlcNAc(β-Sp12
CFG-327-Sp10	MurNAc(β1-4)GlcNAc(β-Sp10
CFG-329-Sp10	Man(α1-6)Man(β-Sp10
CFG-330-Sp10	Man(α1-6)[Man(α1-3)]Man(α1-6)[Man(α1-3)]Man(β-Sp10
CFG-331-Sp9	Man(α1-2)Man(α1-6)[Man(α1-3)]Man(α1-6)[Man(α1-2)Man(α1-2)Man(α1-3)]Man(α-Sp9
CFG-332-Sp9	Man(α1-2)Man(α1-6)[Man(α1-2)Man(α1-3)]Man(α1-6)[Man(α1-2)Man(α1-2)Man(α1-3)]Man(α-Sp9
CFG-333-Sp14	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-6)[Neu5Ac(α2-3)Gal(β1-3)]GalNAc(α-Sp14
CFG-336-Sp12	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12
CFG-337-Sp12	Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12
CFG-338-Sp12	GlcNAc(β1-2)Man(α1-6)[Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12
CFG-340-Sp17	Neu5Ac(α2-8)Neu5Ac(β-Sp17
CFG-341-Sp8	Neu5Ac(α2-8)Neu5Ac(α2-8)Neu5Ac(β-Sp8
CFG-342-Sp8	Neu5Gc(β2-6)Gal(β1-4)GlcNAc(-Sp8
CFG-343-Sp19	Gal(β1-3)GlcNAc(β1-2)Man(α1-6)[Gal(β1-3)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp19
CFG-345-Sp12	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12
CFG-346-Sp12	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12
CFG-347-Sp20	Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-2)Man(α1-6)[Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp20
CFG-350-Sp0	Neu5,9Ac2(α2-3)Gal(β1-4)GlcNAc(β-Sp0
CFG-351-Sp0	Neu5,9Ac2(α2-3)Gal(β1-3)GlcNAc(β-Sp0
CFG-352-Sp0	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-3)Gal(β1-3)GlcNAc(β-Sp0
CFG-353-Sp0	Neu5Ac(α2-3)Gal(β1-3)[Fuc(α1-4)]GlcNAc(β1-3)Gal(β1-3)[Fuc(α1-4)]GlcNAc(β-Sp0
CFG-354-Sp0	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β-Sp0
CFG-355-Sp0	Gal(α1-4)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)Glc(β-Sp0
CFG-356-Sp0	GalNAc(β1-3)Gal(α1-4)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)Glc(β-Sp0
CFG-357-Sp0	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β-Sp0
CFG-358-Sp0	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β-Sp0
CFG-359-Sp14	Neu5Ac(α2-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-6)[Neu5Ac(α2-3)Gal(β1-3)]GalNAc(-Sp14
CFG-360-Sp0	GlcNAc(α1-4)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β-Sp0
CFG-361-Sp0	GlcNAc(α1-4)Gal(β1-4)GlcNAc(β-Sp0
CFG-362-Sp0	GlcNAc(α1-4)Gal(β1-3)GlcNAc(β-Sp0
CFG-363-Sp0	GlcNAc(α1-4)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)Glc(β-Sp0
CFG-364-Sp0	GlcNAc(α1-4)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β-Sp0
CFG-365-Sp0	GlcNAc(α1-4)Gal(β1-4)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β-Sp0
CFG-366-Sp14	GlcNAc(α1-4)Gal(β1-3)GalNAc(-Sp14
CFG-367-Sp12	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp12
CFG-368-Sp12	Man(α1-6)[Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp12
CFG-369-Sp12	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp12
CFG-370-Sp12	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp12
CFG-371-Sp12	Gal(β1-4)GlcNAc(β1-2)Man(α1-3)Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp12
CFG-372-Sp12	Gal(β1-4)GlcNAc(β1-2)Man(α1-6)Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp12
CFG-373-Sp12	Man(α1-6)[Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12
CFG-374-Sp22	GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp22
CFG-375-Sp22	Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp22
CFG-376-Sp22	Gal(β1-3)GlcNAc(β1-2)Man(α1-6)[Gal(β1-3)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp22
CFG-379-Sp0	GlcNAc6OS(β1-3)Gal(β1-4)GlcNAc(β-Sp0
CFG-380-Sp0	Kdn(α2-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(-Sp0
CFG-381-Sp0	Kdn(α2-6)Gal(β1-4)GlcNAc(-Sp0
CFG-382-Sp0	Kdn(α2-3)Gal(β1-4)Glc(-Sp0
CFG-383-Sp14	Kdn(α2-3)Gal(β1-3)GalNAc(α-Sp14
CFG-384-Sp20	Fuc(α1-2)Gal(β1-3)GlcNAc(β1-2)Man(α1-6)[Fuc(α1-2)Gal(β1-3)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp20
CFG-385-Sp20	Fuc(α1-2)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Fuc(α1-2)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp20
CFG-386-Sp20	Fuc(α1-2)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-2)Man(α1-6)[Fuc(α1-2)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp20
CFG-387-Sp20	Gal(α1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Gal(α1-3)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp20
CFG-388-Sp12	Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12
CFG-389-Sp22	Fuc(α1-4)[Gal(β1-3)]GlcNAc(β1-2)Man(α1-6)[Fuc(α1-4)[Gal(β1-3)]GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp22
CFG-390-Sp21	Neu5Ac(α2-6)GlcNAc(β1-4)GlcNAc(-Sp21
CFG-391-Sp21	Neu5Ac(α2-6)GlcNAc(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
CFG-392-Sp21	Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-6)[Fuc(α1-2)Gal(β1-4)GlcNAc(β1-3)]Gal(β1-4)Glc(-Sp21
CFG-393-Sp21	Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Gal(β1-4)GlcNAc(β1-4)[Gal(β1-4)GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
CFG-394-Sp20	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp20
CFG-395-Sp20	Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp20
CFG-396-Sp20	Gal(α1-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-2)Man(α1-6)[Gal(α1-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp20
CFG-397-Sp20	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β1-2)Man(α1-6)[GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp20
CFG-398-Sp20	Gal(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β1-2)Man(α1-6)[Gal(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp20
CFG-399-Sp19	Fuc(α1-4)[Fuc(α1-2)Gal(β1-3)]GlcNAc(β1-2)Man(α1-6)[Fuc(α1-4)[Fuc(α1-2)Gal(β1-3)]GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp19
CFG-400-Sp14	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-3)GalNAc(-Sp14
CFG-401-Sp14	Neu5Ac(α2-6)Gal(β1-4)GlcNAc(β1-3)GalNAc(-Sp14
CFG-402-Sp14	Neu5Ac(α2-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-3)GalNAc(α-Sp14
CFG-403-Sp12	GalNAc(β1-4)GlcNAc(β1-2)Man(α1-6)[GalNAc(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp12
CFG-404-Sp0	Gal(β1-3)GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)Glc(-Sp0
CFG-405-Sp0	Gal(β1-3)GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(-Sp0
CFG-406-Sp0	Gal(β1-3)GlcNAc(β1-3)Gal(β1-4)GlcNAc(β1-6)[Gal(β1-3)GlcNAc(β1-3)]Gal(β1-4)Glc(β-Sp0
CFG-407-Sp21	Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-6)[Gal(β1-3)GlcNAc(β1-3)]Gal(β1-4)Glc(-Sp21
CFG-408-Sp21	Gal(β1-4)GlcNAc(β1-6)[Fuc(α1-4)[Fuc(α1-2)Gal(β1-3)]GlcNAc(β1-3)]Gal(β1-4)Glc(-Sp21
CFG-409-Sp21	Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-6)[Fuc(α1-4)[Fuc(α1-2)Gal(β1-3)]GlcNAc(β1-3)]Gal(β1-4)Glc(-Sp21
CFG-410-Sp21	Gal(β1-3)GlcNAc(β1-3)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-6)[Gal(β1-3)GlcNAc(β1-3)]Gal(β1-4)Glc(-Sp21
CFG-411-Sp21	Gal(β1-4)GlcNAc(β1-6)[Gal(β1-4)GlcNAc(β1-2)]Man(α1-6)[Gal(β1-4)GlcNAc(β1-4)[Gal(β1-4)GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp21
CFG-412-Sp21	GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-4)[GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
CFG-413-Sp0	Fuc(α1-2)Gal(β1-3)GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)Glc(β-Sp0
CFG-414-Sp0	Fuc(α1-2)Gal(β1-3)GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β-Sp0
CFG-415-Sp14	Gal(β1-3)GlcNAc(β1-3)GalNAc(α-Sp14
CFG-416-Sp14	GalNAc(β1-4)[Neu5Ac(α2-3)]Gal(β1-4)GlcNAc(β1-3)GalNAc(α-Sp14
CFG-417-Sp0	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-3)GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β-Sp0
CFG-418-Sp19	Gal(α1-3)Gal(β1-3)GlcNAc(β1-2)Man(α1-6)[Gal(α1-3)Gal(β1-3)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp19
CFG-419-Sp19	Gal(α1-3)Gal(β1-3)[Fuc(α1-4)]GlcNAc(β1-2)Man(α1-6)[Gal(α1-3)Gal(β1-3)[Fuc(α1-4)]GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp19
CFG-420-Sp19	Neu5Ac(α2-3)Gal(β1-3)GlcNAc(β1-2)Man(α1-6)[Neu5Ac(α2-3)Gal(β1-3)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp19
CFG-421-Sp12	GlcNAc(β1-2)Man(α1-6)[Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp12
CFG-422-Sp12	Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp12
CFG-423-Sp14	Neu5Ac(α2-3)Gal(β1-3)GlcNAc(β1-3)GalNAc(α-Sp14
CFG-424-Sp14	Fuc(α1-2)Gal(β1-4)GlcNAc(β1-3)GalNAc(α-Sp14
CFG-425-Sp14	Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-3)GalNAc(α-Sp14
CFG-426-Sp0	GalNAc(α1-3)GalNAc(β1-3)Gal(α1-4)Gal(β1-4)GlcNAc(β-Sp0
CFG-427-Sp19	Gal(α1-4)Gal(β1-3)GlcNAc(β1-2)Man(α1-6)[Gal(α1-4)Gal(β1-3)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp19
CFG-428-Sp24	Gal(α1-4)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Gal(α1-4)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp24
CFG-429-Sp14	Gal(α1-3)Gal(β1-4)GlcNAc(β1-3)GalNAc(α-Sp14
CFG-430-Sp0	Gal(β1-3)GlcNAc(β1-6)Gal(β1-4)GlcNAc(β-Sp0
CFG-431-Sp0	Gal(β1-3)GlcNAc(α1-6)Gal(β1-4)GlcNAc(β-Sp0
CFG-432-Sp8	GalNAc(β1-3)Gal(α1-6)Gal(β1-4)Glc(β-Sp8
CFG-434-Sp21	Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)[Fuc(α1-3)]Glc(β-Sp21
CFG-435-Sp21	Gal(β1-4)GlcNAc(β1-6)[Neu5Ac(α2-6)Gal(β1-3)GlcNAc(β1-3)]Gal(β1-4)Glc(-Sp21
CFG-436-Sp0	Gal(β1-3)GalNAc(β1-4)[Neu5Ac(α2-8)Neu5Ac(α2-3)]Gal(β1-4)Glc(β-Sp0
CFG-437-Sp0	Neu5Ac(α2-3)Gal(β1-3)GalNAc(β1-4)[Neu5Ac(α2-8)Neu5Ac(α2-3)]Gal(β1-4)Glc(β-Sp0
CFG-438-Sp14	Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-3)GalNAc(α-Sp14
CFG-439-Sp14	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-3)GalNAc(α-Sp14
CFG-440-Sp0	GalNAc(α1-3)GalNAc(β1-3)Gal(α1-4)Gal(β1-4)Glc(β-Sp0
CFG-441-Sp14	Fuc(α1-2)Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-3)GalNAc(α-Sp14
CFG-442-Sp14	Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-3)GalNAc(-Sp14
CFG-443-Sp14	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-3)GalNAc(-Sp14
CFG-444-Sp22	Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-2)Man(α1-6)[Gal(β1-4)[Fuc(α1-3)]GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp22
CFG-445-Sp22	Fuc(α1-2)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Fuc(α1-2)Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp22
CFG-446-Sp19	GlcNAc(β1-2)[GlcNAc(β1-6)]Man(α1-6)[GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp19
CFG-447-Sp14	Fuc(α1-2)Gal(β1-3)GlcNAc(β1-3)GalNAc(-Sp14
CFG-448-Sp14	Gal(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β1-3)GalNAc(-Sp14
CFG-449-Sp14	GalNAc(α1-3)[Fuc(α1-2)]Gal(β1-3)GlcNAc(β1-3)GalNAc(-Sp14
CFG-450-Sp14	Gal(α1-3)Gal(β1-3)GlcNAc(β1-3)GalNAc(-Sp14
CFG-451-Sp22	Fuc(α1-2)Gal(β1-3)GlcNAc(β1-2)Man(α1-6)[Fuc(α1-2)Gal(β1-3)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp22
CFG-452-Sp22	Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Gal(α1-3)[Fuc(α1-2)]Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)[Fuc(α1-6)]GlcNAc(β-Sp22
CFG-453-Sp19	Gal(β1-3)GlcNAc(β1-6)[Gal(β1-3)GlcNAc(β1-2)]Man(α1-6)[Gal(β1-3)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp19
CFG-454-Sp21	Gal(β1-4)GlcNAc(β1-6)[Fuc(α1-2)Gal(β1-3)GlcNAc(β1-3)]Gal(β1-4)Glc(-Sp21
CFG-455-Sp21	Fuc(α1-3)GlcNAc(β1-6)[Gal(β1-4)GlcNAc(β1-3)]Gal(β1-4)Glc(-Sp21
CFG-456-Sp21	GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-4)][GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
CFG-457-Sp21	GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-4)][GlcNAc(β1-4)[GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
CFG-458-Sp21	GlcNAc(β1-6)[GlcNAc(β1-2)]Man(α1-6)[GlcNAc(β1-4)][GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
CFG-459-Sp21	GlcNAc(β1-6)[GlcNAc(β1-2)]Man(α1-6)[GlcNAc(β1-4)][GlcNAc(β1-4)[GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
CFG-460-Sp21	Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-4)][Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
CFG-461-Sp21	Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[GlcNAc(β1-4)][Gal(β1-4)GlcNAc(β1-4)[Gal(β1-4)GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
CFG-462-Sp21	Gal(β1-4)GlcNAc(β1-6)[Gal(β1-4)GlcNAc(β1-2)]Man(α1-6)[GlcNAc(β1-4)][Gal(β1-4)GlcNAc(β1-2)Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
CFG-463-Sp21	Gal(β1-4)GlcNAc(β1-6)[Gal(β1-4)GlcNAc(β1-2)]Man(α1-6)[GlcNAc(β1-4)][Gal(β1-4)GlcNAc(β1-4)[Gal(β1-4)GlcNAc(β1-2)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(-Sp21
CFG-465-Sp10	Gal(β1-4)Gal(β-Sp10
CFG-466-Sp10	Gal(β1-6)Gal(β-Sp10
CFG-467-Sp8	Neu5Ac(α2-3)Gal(β1-4)GlcNAc(β1-3)Gal(β-Sp8
CFG-468-Sp8	GalNAc(β1-6)GalNAc(β-Sp8
CFG-469-Sp0	Gal6OS(β1-3)GlcNAc(β-Sp0
CFG-470-Sp0	Gal6OS(β1-3)GlcNAc6OS(-Sp0
CFG-471-Sp12	Fuc(α1-2)Gal(β1-4)GlcNAc(β1-2)Man(α1-6)[Fuc(α1-2)Gal(β1-4)GlcNAc(β1-2)[Fuc(α1-2)Gal(β1-4)GlcNAc(β1-4)]Man(α1-3)]Man(β1-4)GlcNAc(β1-4)GlcNAc(β-Sp12
